date,previous_date,retailer_id,retailer_name,ipca_item_id,ipca_code,relative,product_pair_count
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1116010,1116010,1.000000000000,1
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1116033,1116033,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1116041,1116041,1.000000000000,3
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1116071,1116071,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1116071,1116071,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1116071,1116071,1.000000000000,1
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1101002,1101002,1.000000000000,1
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1101002,1101002,1.000000000000,2
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1102006,1102006,1.000000000000,2
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1102006,1102006,1.000000000000,3
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1102029,1102029,1.000000000000,1
2026-07-14,2026-07-13,st-marche,St Marché,ipca-sp-1102029,1102029,1.000000000000,1
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1102061,1102061,1.000000000000,1
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1102061,1102061,1.401606425703,1
2026-07-14,2026-07-13,st-marche,St Marché,ipca-sp-1102061,1102061,1.000000000000,1
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1103003,1103003,1.000000000000,1
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1103003,1103003,1.000000000000,1
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1103003,1103003,1.000000000000,1
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1103020,1103020,1.000000000000,1
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1103028,1103028,1.000000000000,2
